dataset_name,table_name,granularity,paid/unpaid,region,hierarchy,category,dateTimeColumn,Being used,Utilised in Project
NGI - lng_insight_landed_costs_data_v1,lng_insight_landed_costs_data_v1,daily,PAID,North America,NGI,gas,ee_timestamp,No,No
SPP - day-ahead-lmp-by-bus,day-ahead-lmp-by-bus,hourly,UNPAID,North America,SPP,Prices,ee_timestamp,No,No
SPP - binding-constraints,binding-constraints,hourly,UNPAID,North America,SPP,Transmission Lines,ee_timestamp,No,No
SPP - generation-mix-historical,generation-mix-historical,5-min,UNPAID,North America,SPP,Generation,ee_timestamp,No,No
SPP - real-time-lmp-by-bus,real-time-lmp-by-bus,5-min,UNPAID,North America,SPP,Prices,ee_timestamp,No,No
SPP - real-time-lmp-by-location,real-time-lmp-by-location,5-min,UNPAID,North America,SPP,Prices,ee_timestamp,No,No
ERCOT - capacity_changes_chart,capacity_changes_chart,daily,UNPAID,North America,ERCOT,Electric,ee_timestamp,Yes,SRD->ERCOT_CRR
ERCOT - Unplanned_Resource_Outages_Report_v1,Unplanned_Resource_Outages_Report_v1,daily,UNPAID,North America,ERCOT,Generator Outages,ee_timestamp,Yes,SRD->ERCOT_CRR
PECD - PECD_demand_BAT_EV_HP,PECD_demand_BAT_EV_HP,hourly,UNPAID,EMEA,PECD,Climate Demand,ee_timestamp,No,No
AGSI - storage_end_volume,storage_end_volume_v2,daily,UNPAID,EMEA,AGSI,Gas,ee_timestamp,Yes,SRD -> EMEAGas
PECD - PECD_renewable_v1,PECD_renewable_v1,hourly,UNPAID,EMEA,PECD,Gas,ee_timestamp,No,No
ERCOT - DAM_SETTLEMENT_POINT_PRICES_V1,DAM_SETTLEMENT_POINT_PRICES_V1,hourly,UNPAID,EMEA,ERCOT,Day-Ahead Market,ee_timestamp,Yes,SRD->ERCOT_CRR
MISOENERGY - hist_hourly_wind_data,hist_hourly_wind_data,hourly,UNPAID,North America,MISOENERGY,Generation,ee_timestamp,No,No
MISOENERGY - hist_generation_fuel_mix,hist_generation_fuel_mix,hourly,UNPAID,North America,MISOENERGY,Generation,ee_timestamp,No,No
MISOENERGY - hist_daily_forecast_n_actual_load,hist_daily_forecast_n_actual_load,hourly,UNPAID,North America,MISOENERGY,Demand,ee_timestamp,No,No
MISOENERGY - da_exante_lmp,da_exante_lmp,hourly,UNPAID,North America,MISOENERGY,Prices,ee_timestamp,No,No
MISOENERGY - real_time_prices,real_time_prices,hourly,UNPAID,North America,MISOENERGY,Prices,ee_timestamp,No,No
MISOENERGY - generation_fuel_mix,DA Cleared Generation Fuel Mix,hourly,UNPAID,North America,MISOENERGY,Generation,ee_timestamp,No,No
MISOENERGY - generation_fuel_mix,RT Generation Fuel Mix,hourly,UNPAID,North America,MISOENERGY,Generation,ee_timestamp,No,No
MISOENERGY - daily_forecast_n_actual_load,actual,hourly,UNPAID,North America,MISOENERGY,Demand,ee_timestamp,No,No
MISOENERGY - daily_forecast_n_actual_load,forecast,hourly,UNPAID,North America,MISOENERGY,Demand,ee_timestamp,No,No
ERCOT - Solar_Profile_v1,Solar_Profile_Data_v1,hourly,UNPAID,North America,ERCOT,Generator,ee_timestamp,No,No
ERCOT - Solar_Profile_v1,Metadata_Solar_v1,hourly,UNPAID,North America,ERCOT,Generator,ee_timestamp,Yes,SRD->ERCOT_CRR
ERCOT - Solar_Profile_v1,Utility_Operational_Planned_Data_v1,hourly,UNPAID,North America,ERCOT,Generator,ee_timestamp,Yes,No
ERCOT - Solar_Profile_v1,Utility_Operational_Planned_Data_v2,hourly,UNPAID,North America,ERCOT,Generator,ee_timestamp,Yes,No
ERCOT - Wind_Profile_v1,Operational_Planned_Unit_Codes_v1,hourly,UNPAID,North America,ERCOT,Generator,ee_timestamp,No,No
ERCOT - Wind_Profile_v1,Wind_Profile_Data_v1,hourly,UNPAID,North America,ERCOT,Generator,ee_timestamp,No,No
ERCOT - Wind_Profile_v1,Metadata_Wind_v1,hourly,UNPAID,North America,ERCOT,Generator,ee_timestamp,Yes,SRD->ERCOT_CRR
ERCOT - Wind_Profile_v1,Metadata_Wind_v2,hourly,UNPAID,North America,ERCOT,Generator,ee_timestamp,Yes,SRD->ERCOT_CRR
CORES - spain_natural_gas_production,spain_natural_gas_production,daily,UNPAID,EMEA,CORES,Natural Gas,ee_timestamp,No,No
ENTSOE - Unavailability_of_Generation_Units,Unavailability_of_Generation_Units_Active,1-min,PAID,North America,ENTSOE,Electric Generation & Transmission,StartOutage_UTC,Yes,SRD -> i1000
ENTSOE - Unavailability_of_Generation_Units,Unavailability_of_Generation_Units_Cancelled,1-min,PAID,North America,ENTSOE,Electric Generation & Transmission,StartOutage_UTC,Yes,SRD -> i1000
ENTSOE - Unavailability_of_Generation_Units,Unavailability_of_Generation_Units_Withdrawn,1-min,PAID,North America,ENTSOE,Electric Generation & Transmission,StartOutage_UTC,Yes,SRD -> i1000
ERCOT - HYPOTHETICAL_SOLAR_PROFILES_v1,Utility_Hypothetical_Solar_Profile_v1,hourly,UNPAID,North America,ERCOT,Generator,ee_timestamp,Yes,No
ERCOT - HYPOTHETICAL_SOLAR_PROFILES_v1,Hypothetical_solar_profile_v1,hourly,UNPAID,North America,ERCOT,Generator,ee_timestamp,Yes,SRD -> ERCOT_CRR
ERCOT - HYPOTHETICAL_WIND_PROFILES_v1,Hypothetical_wind_profile_v1,hourly,UNPAID,North America,ERCOT,Generator,ee_timestamp,Yes,SRD -> ERCOT_CRR
ERCOT - HYPOTHETICAL_WIND_PROFILES_v1,Hypothetical_Wind_Summary_v1,hourly,UNPAID,North America,ERCOT,Generator,ee_timestamp,Yes,SRD -> ERCOT_CRR
ERCOT - HYPOTHETICAL_WIND_PROFILES_v1,Metadata_Hypothetical_Wind_v1,hourly,UNPAID,North America,ERCOT,Generator,ee_timestamp,No,No
NLOG - netherland_indigenous_gas_production,netherland_indigenous_gas_production,daily,UNPAID,EMEA,NLOG,Gas,ee_timestamp,No,No
EIA - coal_electricity_generation_by_state,coal_electricity_generation_by_state,daily,UNPAID,North America,EIA,Commodity,ee_timestamp,Yes,No
IEX - day_ahead_market_area_prices,day_ahead_market_area_prices,15-min,UNPAID,APAC,IEX,Prices,ee_timestamp,Yes,No
IEX - day_ahead_market_area_volumes,day_ahead_market_area_volumes,15-min,UNPAID,APAC,IEX,Prices,ee_timestamp,Yes,No
IEX - real_time_market_area_volume,real_time_market_area_volume,15-min,UNPAID,APAC,IEX,Prices,ee_timestamp,Yes,No
IEX - real_time_market_snapshot,real_time_market_snapshot,15-min,UNPAID,APAC,IEX,Prices,ee_timestamp,Yes,No
IEX - day_ahead_market_snapshot,day_ahead_market_snapshot,15-min,UNPAID,APAC,IEX,Prices,ee_timestamp,Yes,No
IEX - real_time_market_area_prices,real_time_market_area_prices,15-min,UNPAID,APAC,IEX,Prices,ee_timestamp,No,No
NCEP_NOAA - usa_monthly_degree_days_forecasts,usa_monthly_degree_days_forecasts,daily,UNPAID,North America,NCEP_NOAA,Weather,ee_timestamp,Yes,SRD -> NA_GAS_Insights
IEX - day_ahead_market_aggregated_demand_supply_curves,day_ahead_market_aggregated_demand_supply_curves,15-min,UNPAID,APAC,IEX,Demand,ee_timestamp,Yes,No
IEX - real_time_market_area_price,real_time_market_area_price,15-min,UNPAID,APAC,IEX,Price,ee_timestamp,Yes,No
NCEP_NOAA - weighted_legacy_files_statesconus_cooling,weighted_legacy_files_statesconus_cooling,daily,UNPAID,North America,NCEP_NOAA,Weather,ee_timestamp,No,No
NCEP_NOAA - weighted_legacy_files_statesconus_heating,weighted_legacy_files_statesconus_heating,daily,UNPAID,North America,NCEP_NOAA,Weather,ee_timestamp,No,No
NCEP_NOAA - weighted_daily_data_statesconus_cooling,weighted_daily_data_statesconus_cooling,daily,UNPAID,North America,NCEP_NOAA,Weather,ee_timestamp,Yes,SRD -> NA_GAS_Insights
NCEP_NOAA - weighted_daily_data_statesconus_heating,weighted_daily_data_statesconus_heating,daily,UNPAID,North America,NCEP_NOAA,Weather,ee_timestamp,Yes,SRD -> NA_GAS_Insights
NCEP_NOAA - weighted_daily_forecasts_7day_heating,weighted_daily_forecasts_7day_heating,daily,UNPAID,North America,NCEP_NOAA,Weather,ee_timestamp,Yes,SRD -> NA_GAS_Insights
NCEP_NOAA - weighted_daily_forecasts_7day_cooling,weighted_daily_forecasts_7day_cooling,daily,UNPAID,North America,NCEP_NOAA,Weather,ee_timestamp,Yes,SRD -> NA_GAS_Insights
NCEP_NOAA - daily_by_station_cooling_heating,daily_by_station_cooling_heating,daily,UNPAID,North America,NCEP_NOAA,Weather,ee_timestamp,Yes,SRD -> NA_GAS_Insights
NCEP_NOAA - temperature_warm_cold_us_by_month,temperature_warm_cold_us_by_month,daily,UNPAID,North America,NCEP_NOAA,Weather,ee_timestamp,No,No
IEX - real_time_market_aggregated_demand_supply_curves,real_time_market_aggregated_demand_supply_curves,15-min,UNPAID,APAC,IEX,Demand,ee_timestamp,Yes,No
SPP - market-clearing-price,market-clearing-price,5-min,UNPAID,North America,SPP,Prices,ee_timestamp,No,No
NA_GAS - US_DEMAND,US_DEMAND,daily,UNPAID,North America,NA_GAS,Gas,ee_timestamp,Yes,SRD -> NA_GAS_Insights
NA_GAS - CANADA_DEMAND,CANADA_DEMAND,daily,UNPAID,North America,NA_GAS,Gas,ee_timestamp,Yes,SRD -> NA_GAS_Insights
ERCOT - SP_LIST_ELECTRICAL_BUS_MAPPING,CCP_Resource_Names,hourly,UNPAID,North America,ERCOT,Transmission,ee_timestamp,No,No
ERCOT - SP_LIST_ELECTRICAL_BUS_MAPPING,Hub_Name_AND_DC_Ties,hourly,UNPAID,North America,ERCOT,Transmission,ee_timestamp,Yes,SRD -> ERCOT_CRR
ERCOT - SP_LIST_ELECTRICAL_BUS_MAPPING,NOIE_Mapping,hourly,UNPAID,North America,ERCOT,Transmission,ee_timestamp,No,No
ERCOT - SP_LIST_ELECTRICAL_BUS_MAPPING,Resource_Node_to_Unit,hourly,UNPAID,North America,ERCOT,Transmission,ee_timestamp,Yes,Analysis(ERCOT_CRR/Reference Cases)
ERCOT - SP_LIST_ELECTRICAL_BUS_MAPPING,Settlement_Points,hourly,UNPAID,North America,ERCOT,Transmission,ee_timestamp,No,No
ERCOT - Intertek_data,Intertek_data,hourly,UNPAID,North America,ERCOT,Prices,ee_timestamp,No,No
CEA - daily_renewable_generation_report,daily_renewable_generation_report,daily,UNPAID,APAC,CEA,Generation,ee_timestamp,Yes,No
EUROSTAT - SUPPLY_TRANSFORMATION_CONSUMPTION_GAS_MONTHLY,SUPPLY_TRANSFORMATION_CONSUMPTION_GAS_MONTHLY,daily,UNPAID,EMEA,EUROSTAT,Gas,ee_timestamp,Yes,SRD -> EMEAGas
POSOCO - green_day_ahead_market,green_day_ahead_market,daily,UNPAID,APAC,POSOCO,Generation,ee_timestamp,No,No
JAPAN_COAL - coal_fired_power_plant,coal_fired_power_plant,daily,UNPAID,APAC,coal_fired_power_plant,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
NITI_AYOG_climate_and_environment_temperature,climate_and_environment_temperature,daily,UNPAID,APAC,climate_and_environment_temperature,Climate,ee_timestamp,Yes,No
NA_GAS - Canada_Power_Industrial_Weights,Canada_Power_Industrial_Weights,daily,UNPAID,North America,NA_GAS,Gas,ee_timestamp,Yes,SRD -> NA_GAS_Insights
NA_GAS - EIA_Demand_Mapping_Data,EIA_Demand_Mapping_Data,daily,UNPAID,North America,NA_GAS,Gas,ee_timestamp,Yes,SRD -> NA_GAS_Insights
EUROSTAT - SUPPLY_TRANSFORMATION_CONSUMPTION_GAS_YEARLY,SUPPLY_TRANSFORMATION_CONSUMPTION_GAS_YEARLY,daily,UNPAID,EMEA,EUROSTAT,Gas,ee_timestamp,Yes,SRD -> EMEAGas
JAPAN - SOLAR_WIND_CAPACITY,Target_power_outage_amount_capacity_market_supply_plan_2_2,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,annual_EUE_calculation_results_2_2,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,supplementary_confirmation_reserve_margin_forecast_Okinawa_2_4,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,supplementary_confirmation_reserve_margin_forecast_Okinawa_next_year_2_6,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,thermal_power_sources_to_be_suspended_or_discontinued_2_7,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,difference_between_electric_supply_and_demand_2_8,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,supply_capacity_by_energy_source_2_6,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,increase_decrease_monthly_repair_volume_supply_plan_2_4,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,electricity_balance_in_first_fiscal_year_2_5,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,status_of_thermal_power_plants_out_of_service_2_7,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,equipment_capacity_nation_wide_3_1,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,capacity_ratio_by_power_source_type_area_3_2,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,changes_in_solar_wind_power_capacity_by_area_3_3,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,changes_in_capacity_3_5,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,percentage_of_electricity_generation_transmission_end_3_6,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,trends_in_facility_utilization_rates_nationwide_total_3_7,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,aging_distribution_of_steel_towers_4_2,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,aging_distribution_of_transformers_4_3,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,ratio_of_power_traded_outside_area_to_electricity_demand_5_1_2,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,ratio_of_electric_traded_outside_area_to_electricity_demand_5_3_4,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,aging_distribution_of_concrete_poles_4_4,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,electric_trading_outside_area_5_3_4,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,power_trading_outside_area_5_1_2,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,electricity_demand_accumulated_by_business_scale_6_1_2,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,retail_electricity_suppliers_by_business_size_6_1_2,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,number_of_retail_electricity_suppliers_by_business_size_6_3_4,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,energy_demand_accumulated_by_business_size_6_3_4,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,number_of_retail_electricity_suppliers_operating_each_area_6_7,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,secured_supply_capacity_retail_electricity_suppliers_6_8,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,number_of_power_generation_companies_by_business_scale_6_9_10,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,total_power_supply_by_business_scale_6_9_10,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,number_of_power_generation_companies_by_business_scale_6_11_12,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,electricity_supply_volume_accumulated_by_business_scale_6_11_12,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,number_of_power_generation_companies_operating_each_area_6_16,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,No,No
JAPAN - SOLAR_WIND_CAPACITY,electricity_demand_forecast_1_1_5,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,okinawa_supply_demand_balance_1_1_5,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,reserve_supply_margin_1_1_5,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,supply_capacity_forecast_1_1_5,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,supply_capacity_transfer_forecast_1_1_5,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,electricity_demand_forecast_1_6_10,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,okinawa_supply_demand_balance_1_6_10,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,reserve_supply_margin_1_6_10,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,supply_capacity_forecast_1_6_10,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,supply_capacity_transfer_forecast_1_6_10,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,long_term_electricity_demand_outlook_aug_2_1_5,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,long_term_electricity_demand_outlook_jan_2_1_5,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,long_term_supply_capacity_outlook_aug_2_1_5,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,long_term_supply_capacity_outlook_jan_2_1_5,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,supply_demand_balance_okinawa_2_1_5,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,power_generation_companies_operating_each_area_6_16,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - SOLAR_WIND_CAPACITY,monthly_repair_volume_supply_plan_2_3,daily,UNPAID,APAC,JAPAN,Capacity,ee_timestamp,Yes,SRD->Japan Dataset
NPP - monthly_generation_reports,unit_wise_monthly_generation,daily,UNPAID,APAC,NPP,Generation,ee_timestamp,Yes,No
NPP - monthly_generation_reports,monthly_gas_based_generation,daily,UNPAID,APAC,NPP,Generation,ee_timestamp,Yes,No
NPP - daily_generation_report,plant_wise_generation_report,daily,UNPAID,APAC,NPP,Generation,ee_timestamp,Yes,No
NPP - daily_generation_report,utility_wise_generation_report,daily,UNPAID,APAC,NPP,Generation,ee_timestamp,Yes,No
NPP - daily_generation_report,hydro_reservoir_levels,daily,UNPAID,APAC,NPP,Generation,ee_timestamp,Yes,No
NPP - daily_generation_report,outage_report_thermal,daily,UNPAID,APAC,NPP,Generation,ee_timestamp,Yes,No
NPP - daily_generation_report,category_wise_generation,daily,UNPAID,APAC,NPP,Generation,ee_timestamp,Yes,No
TRADING_HUB_EUROPE - aggregated_consumption_data,aggregated_consumption_data,daily,UNPAID,EMEA,TRADING_HUB_EUROPE,Gas,ee_timestamp,No,No
AGSI - alsi_lng_inventory,alsi_lng_inventory,daily,UNPAID,EMEA,AGSI,Gas,ee_timestamp,Yes,SRD -> EMEAGas
CEA_NIC_API - power_supply_position_energy,power_supply_position_energy,daily,UNPAID,APAC,CEA_NIC_API,Generation,ee_timestamp,Yes,No
CEA_NIC_API - electrical_energy_sales,electrical_energy_sales,daily,UNPAID,APAC,CEA_NIC_API,Generation,ee_timestamp,Yes,No
CEA_NIC_API - power_generation,power_generation,daily,UNPAID,APAC,CEA_NIC_API,Generation,ee_timestamp,Yes,No
CEA_NIC_API - power_supply_position_peak,power_supply_position_peak,daily,UNPAID,APAC,CEA_NIC_API,Generation,ee_timestamp,Yes,No
CEA_NIC_API - renewable_energy,renewable_energy,daily,UNPAID,APAC,CEA_NIC_API,Generation,ee_timestamp,Yes,No
CEA_NIC_API - transformation_capacity,transformation_capacity,daily,UNPAID,APAC,CEA_NIC_API,Generation,ee_timestamp,Yes,No
CEA_NIC_API - transmission_lines,transmission_lines,daily,UNPAID,APAC,CEA_NIC_API,Generation,ee_timestamp,Yes,No
NA_GAS - us_supply_dry_gas_production,us_supply_dry_gas_production,daily,UNPAID,North America,NA_GAS,Demand,ee_timestamp,Yes,No
NA_GAS - us_supply_gross_withdrawls,us_supply_gross_withdrawls,daily,UNPAID,North America,NA_GAS,Demand,ee_timestamp,Yes,No
NA_GAS - us_supply_gross_withdrawls_from_CBM,us_supply_gross_withdrawls_from_CBM,daily,UNPAID,North America,NA_GAS,Demand,ee_timestamp,Yes,No
Canada_Gas_Storage - canada_gas_demand_data,canada_gas_demand_data,daily,UNPAID,North America,Canada_Gas_Storage,Demand,ee_timestamp,No,No
NA_GAS - us_working_gas_volume,us_working_gas_volume,daily,UNPAID,North America,NA_GAS,Demand,ee_timestamp,Yes,SRD -> NA_GAS_Insights
NA_GAS - us_capacity,us_capacity,daily,UNPAID,North America,NA_GAS,Demand,ee_timestamp,Yes,SRD -> NA_GAS_Insights
NA_GAS - us_weekly_working_gas,us_weekly_working_gas,daily,UNPAID,North America,NA_GAS,Demand,ee_timestamp,Yes,SRD -> NA_GAS_Insights
NA_GAS - daily_prices_data,daily_prices_data,daily,UNPAID,North America,NA_GAS,Prices,ee_timestamp,No,No
ESTONIA - natural_gas,natural_gas,daily,UNPAID,EMEA,ESTONIA,Natural Gas,ee_timestamp,No,No
NA_GAS - Price_mapping,Price_mapping,daily,UNPAID,North America,NA_GAS,Price,ee_timestamp,Yes,SRD -> NA_GAS_Insights
NPP - daily_coal_report,daily_coal_stock_info,daily,UNPAID,APAC,NPP,Generation,ee_timestamp,Yes,No
NORDPOOL - UK_AREA_PRICES_V1,UK_AREA_PRICES_V1,hourly,PAID,EMEA,NORDPOOL,Market_Data,ee_timestamp,Yes,No
ECONTROL - erdgas_verbaucherstruktur,erdgas_verbaucherstruktur,daily,UNPAID,EMEA,ECONTROL,Natural Gas,ee_timestamp,No,No
ECONTROL - erdgas_monatsbilanz,erdgas_monatsbilanz,daily,UNPAID,EMEA,ECONTROL,Natural Gas,ee_timestamp,No,No
SIE_MEXICO - Mexico_Supply_Data,Mexico_State_Monthly_Supply_Total,daily,UNPAID,North America,SIE_MEXICO,Gas,ee_timestamp,Yes,No
SIE_MEXICO - Mexico_Demand_Data,Mexico_State_Monthly_Demand_Industrial,daily,UNPAID,North America,SIE_MEXICO,Gas,ee_timestamp,Yes,SRD -> NA_GAS_Insights
SIE_MEXICO - Mexico_Demand_Data,Mexico_State_Monthly_Demand_PEMEX,daily,UNPAID,North America,SIE_MEXICO,Gas,ee_timestamp,Yes,SRD -> NA_GAS_Insights
SIE_MEXICO - Mexico_Demand_Data,Mexico_State_Monthly_Demand_Power,daily,UNPAID,North America,SIE_MEXICO,Gas,ee_timestamp,Yes,SRD -> NA_GAS_Insights
SIE_MEXICO - Mexico_Demand_Data,Mexico_State_Monthly_Demand_ResComm_Trans,daily,UNPAID,North America,SIE_MEXICO,Gas,ee_timestamp,Yes,SRD -> NA_GAS_Insights
SIE_MEXICO - Mexico_Demand_Data,Mexico_State_Monthly_Demand_Total,daily,UNPAID,North America,SIE_MEXICO,Gas,ee_timestamp,Yes,SRD -> NA_GAS_Insights
ENTSOE - Energy_Prices,Energy_Prices_PT15M,15-min,PAID,EMEA,ENTSOE,Prices,DateTime(UTC),Yes,SRD -> i1000
ENTSOE - Energy_Prices,Energy_Prices_PT30M,30-min,PAID,EMEA,ENTSOE,Prices,DateTime(UTC),Yes,Analysis ERCOT
ENTSOE - Energy_Prices,Energy_Prices_PT60M,hourly,PAID,EMEA,ENTSOE,Prices,DateTime(UTC),Yes,SRD -> i1000
FINLAND_GASGRID - Gas_consumption,Gas_consumption,daily,UNPAID,EMEA,FINLAND_GASGRID,Gas,ee_timestamp,No,No
KSH_Hungary - primary_energy_consumption_by_energy_carrier,primary_energy_consumption_by_energy_carrier,daily,UNPAID,EMEA,KSH_Hungary,Gas,ee_timestamp,No,No
FINLAND_GASGRID - Balance_gas_sell_and_buy_prices,Balance_gas_sell_and_buy_prices,daily,UNPAID,EMEA,FINLAND_GASGRID,Gas,ee_timestamp,No,No
ERCOT - Actual_Loads_of_Forecast_Zones,Actual_Loads_of_Forecast_Zones,hourly,UNPAID,North America,ERCOT,Load,ee_timestamp,Yes,Analysis ERCOT
EMEA_TSO_GAS_SWITZERLAND - overall_energy_statistics,energy_prices_for_consumers,daily,UNPAID,EMEA,EMEA_TSO_GAS_SWITZERLAND,Gas,ee_timestamp,No,No
